"","RegionName","RegionCode","Date","indicator_type","past_value","past_flag","present_value","present_flag","Notes"
"11","Rhode Island","US_RI","04-Sep","C1_School.closing",3,"G",3,"G","In an afternoon news conference, Gov. Raimando delayed school reopening to September 14, 2020. ""It gives schools a little more time to be ready,"" Raimondo said.    See news article, archived: http://web.archive.org/web/20200820164726/https://www.nbcboston.com/news/coronavirus/ri-gov-raimondo-expected-to-announce-delay-of-first-day-of-school/2176317/    A website has been launched which consists of news and updates regarding school re-opening plans and guidance for distance and and in-person learning for school districts. See website, archived: http://web.archive.org/web/20200820165056/https://www.back2schoolri.com/plans-for-a-safe-reopening/"
"12","Virginia","US_VA","04-Sep","C1_School.closing",2,"G",2,"G","James Madison University temporal transition to online learning on September 1.   https://web.archive.org/web/20200909171059/https://www.jmu.edu/news/2020/09/01-online-class-announcement.shtml        UVA partially opens campus for students' return:  https://web.archive.org/web/20200910172611/https://news.virginia.edu/content/whats-open-and-when-students-return-grounds  "
"13","Maine","US_ME","05-Sep","C1_School.closing",2,"G",2,"T","This article from the Morning Sentinel indicates that, while some districts’ pupils had returned to a form of in-person teaching by 5th September 2020, others (notably Augusta, Waterville and Winslow) were due to start the following week, therefore 2T is the most appropriate level for this indicator.   Source: http://web.archive.org/web/20200921171155/https://www.centralmaine.com/2020/09/05/as-central-maine-schools-reopen-kinks-and-lessons-but-no-major-reopening-obstacles/  The article also implies that York County’s previous green light had changed in light of rising cases in the county. The Maine Department of Education’s Framework for Reopening Schools duly has York County on a yellow rating from 4th September. This means that this indicator will most likely stay at 1T or above until at least 18th September, when the next assessment of York County is due.    Source: http://web.archive.org/web/20200921171530/https://www.maine.gov/doe/framework/part-I"
"14","Missouri","US_MO","06-Sep","C1_School.closing",2,"T",2,"T","According to the White House Coronavirus Task Force report released Sept. 6, the Task Force recommends a number of safety precautions on university campuses, including increasing testing and contact tracing capacity and expanding public health messaging.  https://web.archive.org/web/20200917154000/https://media-cdn.wehco.com//news/documents/2020/09/11/missouri96206060426076.pdf"
"15","Oregon","US_OR","06-Sep","C1_School.closing",3,"T",3,"T","University class instruction is going to be primarily remote during fall term, with some limited in-person labs and classes. Resident halls will be open to students at University of Oregon, Oregon State University, Eastern Oregon University, Portland State University, Southern Oregon University, and Western Oregon University. https://web.archive.org/web/20200908170341/https://www.oregon.gov/highered/about/Pages/COVID-19-institution-websites.aspx"
"16","Alabama","US_AL","08-Sep","C1_School.closing",2,"T",2,"T","The University of Alabama, which reported 846 more cases of COVID-19 on September 4, for a total of 1899 positive cases since classes resumed, began randomized sentinel testing of asymptomatic students, faculty, and staff on September 8, in order to better understand the prevalence of the disease on campus. Participation in sentinel testing is voluntary. The university also extended its moratorium on in-person events through September 13. More than 600 students have been sanctioned for violations of health guidelines, and 33 have been suspended, as of September 8.     https://web.archive.org/web/20200910194045/https://healthinfo.ua.edu/category/student-messages/?post_type=news    https://web.archive.org/web/20200910194521/https://uasystem.edu/covid-19-dashboard/    https://web.archive.org/web/20200910194901/https://www.al.com/news/2020/09/more-than-600-alabama-students-facing-covid-sanctions-33-suspended.html"
"17","California","US_CA","08-Sep","C1_School.closing",3,"T",3,"T","On September 8, while most schools in California remained closed to in-person classes, 15 Marin County schools re-opened to allow students to attend classes in-person.    See NBC article: https://web.archive.org/web/20200910054457/https://www.nbcbayarea.com/news/local/north-bay/more-than-a-dozen-marin-county-schools-reopen-for-in-person-teaching/2359838/"
"18","Delaware","US_DE","08-Sep","C1_School.closing",2,"T",2,"T","Code stays at 2T since a few school districts have reopened with hybrid settings (eg. Capital, Polytech) but most others have planned for remote learning atleast for the first few weeks of the school year (eg. Milford, Red Clay, Smyrna, Lake Forest, New Castle County).     University of Delaware is offering a majority of it's courses remotely but had provisions in place for in-person instruction as well.     Source of UDel policy -   https://web.archive.org/web/20200909054203/https://www.udel.edu/home/coronavirus/return/faq/    Source of school reopenings by district (periodically updated page) -   https://web.archive.org/web/20200911004049/http://firststateupdate.com/2020/08/reopening-details-for-delaware-school-districts-and-charter-schools/"
"19","Georgia","US_GA","08-Sep","C1_School.closing",2,"T",2,"T","On September 8, Athens-Clarke County, Carrollton City Schools, Clarke County, Habersham County and Newton County schools also reopened, with only Habersham and Carrollton offering in-person with virtual options, while schools in the remaining 3 counties only plans to resume classes virtually,      http://web.archive.org/web/20200903135536/https://www.wsbtv.com/news/local/county-by-county-plans-returning-school-this-fall/QJAYLUB4TFBPBCJCIMVZXUQGFY/    Richmond County School System in Augusta also began a phased reopening from September 8-10. On September 8, the schools began online and face-to-face Instruction for PreK-5 and K-8 schools.     http://web.archive.org/web/20200910164800/https://www.rcboe.org/site/handlers/filedownload.ashx?moduleinstanceid=16065&dataid=141640&FileName=RCSS+to+Start+School+September+8.pdf"
"20","Iowa","US_IA","08-Sep","C1_School.closing",2,"G",2,"G","On September 8th, Des Moines Public Schools (DMPS) began its school year with full online learning. All athletic activities were suspended. DMPS provided breakfast and lunch for all students, which could be picked up in-person or via drive-thru. At this time, DMPS was still in a legal dispute with the state of Iowa regarding school reopening. The state required schools to implement at least 50% in-person learning method. In deviance of the state's order and court's denial on temporary injunction, DMPS continued with 100% online learning.     News coverage: https://web.archive.org/web/20200916034034/https://www.kcrg.com/2020/09/10/gov-reynolds-asks-des-moines-public-school-board-to-meet-with-her-on-return-to-learn-plan/       School calendar: https://web.archive.org/web/20200916035346/https://www.dmschools.org/events/?view=day&evt_start=1599523200       Athletic activities: https://web.archive.org/web/20200916035521/https://www.dmschools.org/news_release/sports-activities-suspended-over-safe-start-to-school-year/        School meals: https://web.archive.org/web/20200916035654/https://www.dmschools.org/news_release/fall-meals-free-for-all-children-at-dmps-schools/      Court's denial on temporary injunction: https://web.archive.org/web/20200916035843/https://www.dmschools.org/news_release/statement-on-courts-denial-of-injunction-request/      On the same day, Iowa City Community School District started the school year with hybrid-style learning.    Iowa City Community School District: http://web.archive.org/web/20200917141909/https://www.iowacityschools.org//cms/lib/IA01903939/Centricity/Domain/13/2020%20Calendar%20%20Version%201%20Split%20Week%20174%20days.pdf "
"21","Idaho","US_ID","08-Sep","C1_School.closing",2,"T",2,"T","Some universities are applying quarantine requirements for students that traveled to ""high risk"" areas and did not self-isolate during their visits.    https://web.archive.org/web/20200908134623/https://www.isu.edu/media/top-level/coronavirus/QuarantineAfterTravel.pdf  https://web.archive.org/web/20200908134733/https://www.boisestate.edu/coronavirus-response/returning-to-campus/travel/    "
"22","Kansas","US_KS","08-Sep","C1_School.closing",2,"T",2,"T","Wichita County schools begin the school year with remote instruction for middle and high schools for the first nine weeks.    https://web.archive.org/web/20200910224512/https://www.catchitkansas.com/2020/08/21/wichita-public-schools-reopening-plan-includes-no-fall-sports-seasons/"
"23","Louisiana","US_LA","08-Sep","C1_School.closing",2,"T",2,"T","St. Tammany Parish Public Schools began classes on Sept. 8 under a hybrid learning system. Students have been split into two cohorts, which will alternate days that they are on campus.  https://archive.fo/1ElJY"
"24","Massachusetts","US_MA","08-Sep","C1_School.closing",2,"T",2,"T","Gov. Charlie Baker announced a halt in Massachusetts' reopening plan and a renewed focus on stopping people from violating the orders.  Right now, Baker said, he is just trying to get through the reopening of schools and the return of college students. Guidance for school nurses was released ahead of reopening plans.    https://web.archive.org/web/20200910182852/https://www.masslive.com/coronavirus/2020/09/massachusetts-issues-new-guidance-for-school-nurses-ahead-of-reopening.html    With K-12 schools yet to reopen, and efforts in collaboration with the Commonwealth's govt in place, universities seem to be open with face-to-face classes already in session.    The fall semester at Tufts & Northeastern started on September 8.   All students who are participating in the fall semester in person will be required to be tested and quarantine when they arrive on campus. Masks are mandated. Classes come in many different formats now. Some are in person, while many are hybrid—in person and online—and others are online only. At Tufts, playing or singing with wind instruments is prohibited, and a routine/schedule for testing has been posted for students, faculty, and staff, detailing whether Asymptomatic/Pre-symptomatic/Routine Surveillance Testing is required and how frequently it’s required.    https://web.archive.org/web/20200817020251/https://coronavirus.tufts.edu/  https://web.archive.org/web/20200911083406/https://now.tufts.edu/articles/back-class-difference    https://web.archive.org/web/20200911090140/https://news.northeastern.edu/coronavirus/  "
"25","Minnesota","US_MN","08-Sep","C1_School.closing",3,"T",3,"T","On September 8th, University of Minnesota Twin Cities started the Fall 2020 semester with 100% virtual learning method. The university planned to switch to hybrid model on September 21st. Students would be allowed to move in to residence halls on September 15th. However, students were prohibited to visit other residence halls nor any residence outside campus under current plan. The current plan, named Maroon and Gold Sunrise Plan, determined living etiquettes for on-campus students. The plan itself was divided into four steps, with Step One being the most restrictive and Step Four being the least restrictive.     https://web.archive.org/web/20200920103202/https://safe-campus.umn.edu/return-campus/information/twin-cities-student-information https://web.archive.org/web/20200920103317/https://safe-campus.umn.edu/return-campus/university-planning-response     Today also marked the first day of school for two of the largest school districts in Minnesota, Saint Paul Public Schools (SPPS) and Minneapolis Public Schools (MPS). SPPS adopted 100% virtual learning, but it might move to hybrid-style method either on October 19th or November 16th. The decision to implement less restrictive learning model would be made on September 25th or October 14th. Like SPPS, MPS also adopted full remote learning style, but it might switch to hybrid-style method some time in October. Both school districts provided curbside pickup meal service.     SPPS' website: http://web.archive.org/web/20200625040502/https://www.spps.org/domain/16668   SPPS' plan: https://archive.fo/B5tmP   MPS' plan: https://archive.fo/haIcL   MPS' school meal: https://archive.fo/qyFi0 "
"26","Missouri","US_MO","08-Sep","C1_School.closing",2,"T",2,"T","Classes at North Kansas City school district began on Sept. 8. Students in preschool through grade 5 will attend in-person classes five days a week. Students in grades 6 and up will attend school based on a hybrid model.  https://web.archive.org/web/20200909073134/https://www.nkcschools.org/cms/lib/MO49000025/Centricity/Domain/6367/Message_to_Families_Sep_6.pdf  As of Sept. 8, face coverings must be worn everywhere at the University of Missouri, including outside when alone.  https://web.archive.org/web/20200910085356/https://www.kmov.com/news/mizzou-expands-mask-rules-on-campus-as-covid-cases-continue-to-spike/article_ceae9a1a-f212-11ea-ab3e-f75f631a1bea.html  According to data posted Sept. 8 by the Missouri Department of Elementary and Secondary Education, nearly three-quarters of public school students in Missouri have the option to attend classes in person this fall.  https://archive.fo/PWosY"
"27","New Mexico","US_NM","08-Sep","C1_School.closing",2,"G",2,"G","On September 3, the governor's office announced that school districts and charter schools in 25 counties could reopen elementary (K-5) schools on September 8 (effective policy date) for a ""hybrid mode of learning that allows students from pre-K through fifth grade to come to school two days a week wearing face masks and staying at least 6 feet away from others."" Middle schools and high schools (6-12) are still closed. School districts outside these counties also remain closed. School districts allowed to open must be in counties with test positivity and daily case rates below thresholds set by the Health Department (the so-called ""green zone"") and must have a plan approved by the state government.   https://web.archive.org/web/20200920124426/https://webnew.ped.state.nm.us/news-releases/ "
"28","Oregon","US_OR","08-Sep","C1_School.closing",3,"T",2,"T","Some school districts are able to have in-person instruction for K-3rd grade based on the Oregon Department of Education metrics. For example, in Prineville (Crook County), some schools will be open to their youngest students with modifications. ""They’ll eat lunch in their classroom, not the cafeteria. Everyone will wear a face covering. And each student, along with all school staffers, will be screened for COVID-19 symptoms before entering the building every day.""    According to a report by Oregon Public Broadcasting (OPB), most districts in the 17 Oregon counties that are allowed to offer in-person instruction aren’t planning to teach their youngest students in-person immediately.  https://web.archive.org/web/20200910200731/https://www.bendbulletin.com/coronavirus/crook-county-schools-to-open-k-3-classrooms-next-week/article_5824fb50-ebe1-11ea-a0a5-e3270441eb52.html    https://web.archive.org/web/20200910201008/https://www.opb.org/article/2020/09/06/schools-reopen-oregon-kindergarten-coronavirus/"
"29","South Dakota","US_SD","08-Sep","C1_School.closing",2,"T",0,NA,"While most major universities and colleges had already reopened, K-12 schools in major counties/districts of South Dakota have reopened by September 8 (the latest start date). A news report listed down mask requirements and starting dates for some of the larger schools in the area (links for official reopening plans/dates of schools confirmed and official sources listed below). The list included the following school districts:    *Brookings School District*  Starting August 17, all staff returned back to school. August 24th marked the beginning of Back-2-School appointments for students/parents and teachers. Finally, the first regular (full time) school day with students was scheduled on August 31.   http://archive.today/mX3nY      *Huron School District*  Begin school with students in attendance on Monday, August 24th. 3 delivery models for teaching and learning are in place (school in session for all students, distance learning for students who are not ready to return to school buildings, and district-wide ""distance learning"" for short quarantine periods if there are outbreaks)  Grades 9-12 return for full time one to one schedules as in previous years, while Grades K-8 will have “on-campus” access to iPads until school is interrupted and district-wide distance learning periods take place. (Distance learners will work with school officials on “connecting” to the on-campus classroom experiences) Promote increased “connectivity” to the internet for all families  http://archive.today/YElAz      *Mitchell School District* (Aug. 19)  The Mitchell School District will resume classes with students physically in buildings on Wednesday, August 19, 2020. If parents have concerns about sending their child back to school, an enhanced version of eLearning is available.  Masks are mandatory. Children will not be required to wear masks during outside recess or during meal times while food is being consumed. Nor will they be worn in certain classes in which masks would make engagement with the lesson impossible, such as welding, some music classes, and portions of auto mechanics.  To thank students for wearing masks at school, community members created a fund that will be used to buy prizes. Having an incentive or reward to make them feel like they accomplished something and people have recognized it (kids get some rewards, stickers, books, etc). There is a paypal account set up on the district’s website for donations. The district superintendent says administrators and teachers will decide how the funds will be used in each grade level.  http://archive.today/nqkDl  In the off chance that school closures are required by the state or become necessary due to an outbreak, students would take their computer home with them, teachers would teach their regular day, live, and broadcast that to the students, through a technology called SWIVL – conducting classes at the same times as they would have been held in schools. Students would be expected to attend just as with a regular school day on that same schedule.   http://archive.today/E6JYE; http://archive.today/ubn3x      *Rapid City Area Schools * (Sept. 8)  The first day of school is September 8. District protocols to prevent spread of COVID-19 and provide ease of access are in place throughout the district. Proper ventilation, health screenings, sanitization and disinfection to be done regularly. Masks are required at all times when 6ft distance can’t be maintained.  http://archive.today/P3vO0      *Vermillion School District*   In-person education (traditional model) resumes on Thursday, August 20. Students are required to wear masks. As of now, the school district falls in the “Yellow” category indicating moderate risk – activity capacity is limited, school buildings are limited to visitors, and safety measures are elevated.   http://archive.today/HlXIU; http://archive.today/YYuAa       *Brandon Valley School District*  In Minnehaha County, Brandon Valley School Districts’ official start date for grades 1-12 was Wednesday, August 19, 2020;  for Jr Kindergarten and Kindergarten was Monday, August 24, 2020; for Early Childhood was Monday, August 31, 2020.   At the elementary school level, a cohort model was introduced, spending the majority of their time on campus with the group of students in their class, including in the classroom, the cafeteria, media center, and the playground. Interaction with students from other classes will be limited.   At the intermediate, middle, and high school level (Grades 5-12), each school has a customized plan to discourage large gatherings of students in hallways and common areas, using clear communication and signage to reinforce the message.  Extra-curricular activities will resume and will adhere to recommendations from SDHSAA, ESD/Metro Conferences, etc.   For distance learners, a curbside meal service was initiated on Aug 25. Breakfast and lunch for 5 days will be provided to enrolled students.  At this time, masks are recommended but not required.  http://archive.today/aFcmR      *Sioux Falls School District*  In Sioux Falls, the county seat of Minnehaha County, district officials announced that they plan for students to return in-person on August 27, but their precautionary measures remain largely unknown to the public. The district has stated that it will strongly recommend face coverings, but will not require them in the fall.    Based on the Sioux Falls School District’s official website, elementary, middle, and high schools have started operating at level 1 – traditional schedule (operating as normal, with modifications to building processes and procedures).   https://web.archive.org/web/20200907194955/https://www.smore.com/5038v    Students would be required to fill out daily screening questionnaires; supplies to clean desks and surfaces would be readily available (for staff); face coverings are expected on buses, in hallways, in classrooms, and in places where 6ft distance can’t be maintained.    https://web.archive.org/web/20200907195043/https://www.sf.k12.sd.us/covid      *Harrisburg School District*  In Harrisburg, students opting for in-person learning will also be provided electronic devices. Students in grades 6-12 will be allowed to take the device home, however, younger students will only be allowed to take their devices home if the risk level is worrying (Orange). Schools reopen   http://archive.today/Gmt6y  "
"30","Vermont","US_VT","08-Sep","C1_School.closing",2,"G",2,"T","Schools in Vermont re-opened on 8 September 2020. Each local district has developed their own reopening plans. A few districts went all-remote to start the year, while most others adopted hybrid models, mixing online and in-person learning to limit the number of people in schools at any given time.     Southwest Vermont SU, Mill River SU and Rivendell SU are the only three districts/supervisory units in Vermont to opt for fully remote-learning, with in-person support for students with special needs.     St Johnsbury SU is the only district/supervisory unit to have implemented a hybrid plan with no fully remote option - 2 days in-person learning and 3 days remote.    Vermont's largest school district, Burlington SD, has implemented a hybrid plan - 2 days in-person learning and 3 days remote. There is an option to study by remote-learning only.    None of the districts/supervisory units has implemented a fully in-person plan.    https://web.archive.org/web/20200909203652/https://vtdigger.org/2020/09/08/schools-reopen-across-vermont-each-in-its-own-way/"
"31","Wisconsin","US_WI","08-Sep","C1_School.closing",2,"T",2,"T","On September 8th, Madison Metropolitan School District (MMSD) started the school year with 100% virtual learning. MMSD offered curbside pick-up meal service for students.   Update: http://web.archive.org/web/20200918040006/https://www.madison.k12.wi.us/mmsd-covid-19-updates  School Calendar: http://web.archive.org/web/20200803183336/https://www.madison.k12.wi.us/files/www/uploads/2020-21schoolcalendar.pdf "
"32","West Virginia","US_WV","08-Sep","C1_School.closing",2,"G",0,NA,"On September 8, the Office of the Governor declared that Schools in 46 of the state’s 55 counties were permitted to resume in-person instruction Tuesday, with the remaining nine counties beginning the 2020-21 academic year on a fully-remote basis.    See the Office of the Governor website, archived:https://web.archive.org/web/20200914011848/https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-discusses-first-day-of-school;-announces-nearly-850-Kids-Connect-WiFi-locations.aspx  "
"33","Wyoming","US_WY","08-Sep","C1_School.closing",2,"T",2,"T","University of Wyoming paused its move to in-person classes until at least Sept 14 after an outbreak among student and faculty and a desire to see whether cases increase after the labor day break.    https://web.archive.org/web/20200910111249/https://www.nhregister.com/news/article/University-of-Wyoming-in-person-class-pause-15555099.php    https://web.archive.org/web/20200910111529/http://www.uwyo.edu/    "
"34","North Carolina","US_NC","09-Sep","C1_School.closing",2,"G",2,"G","On September 9, Gov. Roy Cooper announces nearly $40 million in funding be used to address internet connectivity gaps that are a barrier to remote learning for many North Carolina students. At least 100,000 students still lack a reliable internet connection at home when schools resumed in August. The funding project is in partnership with private internet companies to install high speed wireless internet hotspots, to create accessible sites in convenient locations across the state such as school parking lots, and to promote educator professional development, and parent training and student involvement in a spectrum of activities that go into effective remote learning.    Link:  https://web.archive.org/web/20200910185333/https://governor.nc.gov/news/governor-cooper-announces-nearly-40-million-connect-students-and-communities-high-speed"
"35","Wisconsin","US_WI","09-Sep","C1_School.closing",2,"T",2,"T","UW-Oskosh started the Fall 2020 semester with a hybrid-style learning.     https://web.archive.org/web/20200903075739/https://uwosh.edu/titans-return/ https://web.archive.org/web/20200903075939/https://www.uwosh.edu/provost/Main%20Highlight/calendars/academic-calendars/UWOshkosh_20202021.pdf "
"36","Alaska","US_AK","10-Sep","C1_School.closing",3,"T",3,"T","As of 15 September 2020, there is no detected change in this indicator.    The three University of Alaska campuses remain open, with some buildings closed. A mixture of in-person and online classes are being held, with the majority of UAA's classes held online.    Fairbanks North Star Borough School District and Anchorage School District teaching remains to be through distance-learning.  Mat-su School District is in-person.          "
"37","Georgia","US_GA","10-Sep","C1_School.closing",2,"T",2,"T","As of September 10, Richmond County School System began online and face-to-face Instruction for Grades 6-12, in addition to previously resuming instruction for PreK-5 and K-8 schools.     http://web.archive.org/web/20200910164800/https://www.rcboe.org/site/handlers/filedownload.ashx?moduleinstanceid=16065&dataid=141640&FileName=RCSS+to+Start+School+September+8.pdf"
"38","Pennsylvania","US_PA","10-Sep","C1_School.closing",2,"T",2,"T","Gov. Tom Wolf announces $15 million in funding to go to schools supporting secure broadband, mobile hot spots, and other platforms that increase equitable access to remote learning.    Link:  https://web.archive.org/web/20200913013617/https://www.governor.pa.gov/newsroom/gov-wolf-dedicates-15-million-to-connect-students-to-high-speed-internet-remote-learning/"
"39","Rhode Island","US_RI","10-Sep","C1_School.closing",3,"G",3,"G","Governor Rina has extended the Uniform Statewide School Calendar which states that ""All LEAs shall adopt and follow the uniform, statewide school calendar, and  any amendments thereof, to be issued by RIDE.""    See Executive Order, archived: http://web.archive.org/web/20200910181449/https://governor.ri.gov/documents/orders/Executive-Order-20-75.pdf    This executive order is valid till the 10th of October. No stringent policy has been issued on a date for reopening schools. However, in an afternoon news conference, Governor Rina claimed that school re-openings will be delayed till the 14th of September."
"40","Tennessee","US_TN","10-Sep","C1_School.closing",2,"T",2,"T","9/10/2020  University of Tennessee (Knoxville) has put in place more stringent rules due to rising cases of COVID-19. The rules are planned to be implemented for only two weeks.    UT Announcement: https://web.archive.org/web/20200917221051/https://chancellor.utk.edu/2020/09/10/focused-measures-to-slow-covid-19-spread-on-campus/ "
"41","Wisconsin","US_WI","10-Sep","C1_School.closing",2,"T",2,"T","On September 10th, Wisconsin Supreme Court blocked Emergency Order #9 issued by Public Health Madison & Dane County, allowing K-12 schools to reopen for in-person instruction. However, this ruling didn't affect Madison Metropolitan School District which implemented 100% virtual learning.  News: http://web.archive.org/web/20200917043429/https://www.wpr.org/wisconsin-supreme-court-blocks-dane-countys-school-restrictions-covid-19-cases-spike   Wisconsin Supreme Court's decision: http://web.archive.org/web/20200913161502/http://www.thewheelerreport.com/wheeler_docs/files/91120wsc.pdf "
"42","Colorado","US_CO","11-Sep","C1_School.closing",2,"T",2,"T","The Colorado Department of Education continues to allow schools to operate remotely depending on the local health situation, with changes to attendance policy having been made accordingly.  https://web.archive.org/web/20200917004209/https://www.cde.state.co.us/safeschools/covid19-faq    The state's largest school district, Denver Public Schools, continues to operate mostly remotely, with in-person classes expected in mid-October.    University of Colorado Boulder continues in-person classes with some social distancing measures.  https://web.archive.org/web/20200916212135/https://www.colorado.edu/roadmap/modes-operation"
"43","Louisiana","US_LA","11-Sep","C1_School.closing",2,"T",2,"T","St. Tammany Parish Public Schools began classes on Sept. 8 under a hybrid learning system. Students have been split into two cohorts, which will alternate days that they are on campus.    https://archive.fo/1ElJY"
"44","Michigan","US_MI","11-Sep","C1_School.closing",2,"T",2,"T","https://web.archive.org/web/20200911163718/https://www.michigan.gov/coronavirus/0,9753,7-406-98158-539253--,00.html"
"45","North Carolina","US_NC","11-Sep","C1_School.closing",2,"G",2,"G","No changes found after checking relevant resources. "
"46","Rhode Island","US_RI","11-Sep","C1_School.closing",3,"G",3,"G","Brown to reopen residence halls on the 18th-20th with some in-person instruction.     https://web.archive.org/web/20200918012737/https://www.brown.edu/news/2020-09-10/fall-2020"
"47","Virginia","US_VA","11-Sep","C1_School.closing",2,"G",2,"G","James Madison University temporal transition to online learning on September 1.   https://web.archive.org/web/20200909171059/https://www.jmu.edu/news/2020/09/01-online-class-announcement.shtml        UVA partially opens campus for students' return:  https://web.archive.org/web/20200910172611/https://news.virginia.edu/content/whats-open-and-when-students-return-grounds"
