"","countrycode","date","apple_driving","apple_walking","apple_transit"
"360","ARG",2020-06-28,29.44,21.94,NA
"361","ARG",2020-06-29,46.24,31.23,NA
"362","ARG",2020-06-30,49.78,32.08,NA
"363","ARG",2020-07-01,43.45,30.46,NA
"364","ARG",2020-07-02,46.78,33.39,NA
"365","ARG",2020-07-03,57.04,39.62,NA
"366","ARG",2020-07-04,55.29,37.8,NA
"367","ARG",2020-07-05,31.74,23.53,NA
"368","ARG",2020-07-06,46.61,34.6,NA
"369","ARG",2020-07-07,51.69,36.99,NA
"370","ARG",2020-07-08,59.14,44.05,NA
"371","ARG",2020-07-09,46.67,35.31,NA
"372","ARG",2020-07-10,51.81,36.9,NA
"373","ARG",2020-07-11,55.92,39.11,NA
"374","ARG",2020-07-12,32.09,23.59,NA
"375","ARG",2020-07-13,48.76,36.6,NA
"376","ARG",2020-07-14,51.68,39.72,NA
"377","ARG",2020-07-15,53.34,40.32,NA
"378","ARG",2020-07-16,54.05,39.18,NA
"379","ARG",2020-07-17,65.19,47.81,NA
"380","ARG",2020-07-18,63.43,43.67,NA
"381","ARG",2020-07-19,41.21,32.06,NA
"382","ARG",2020-07-20,66.69,50.69,NA
"383","ARG",2020-07-21,54.61,43.16,NA
"384","ARG",2020-07-22,55.66,41.49,NA
"385","AUS",2020-01-13,100,100,100
"386","AUS",2020-01-14,102.98,101.31,101.78
"387","AUS",2020-01-15,104.21,101.82,100.64
"388","AUS",2020-01-16,108.63,104.52,99.58
"389","AUS",2020-01-17,109.08,113.73,98.34
"390","AUS",2020-01-18,89,100.24,86.97
"391","AUS",2020-01-19,99.35,98.57,99.87
"392","AUS",2020-01-20,103.53,104.38,107.29
"393","AUS",2020-01-21,106.8,108.51,109.13
"394","AUS",2020-01-22,107.4,103.88,107.03
"395","AUS",2020-01-23,115.65,112.4,106.64
"396","AUS",2020-01-24,109.66,117.27,100.19
"397","AUS",2020-01-25,88.59,103.02,90.61
"398","AUS",2020-01-26,85.18,87.4,81.83
"399","AUS",2020-01-27,95.91,96.18,101.78
"400","AUS",2020-01-28,99.4,100.57,104.81
"401","AUS",2020-01-29,99.92,100.25,103.03
"402","AUS",2020-01-30,103.04,100.73,101.91
"403","AUS",2020-01-31,103.73,108.69,97.77
"404","AUS",2020-02-01,85.73,96.55,87.49
"405","AUS",2020-02-02,93.39,92.71,98.72
"406","AUS",2020-02-03,95.83,95.77,99.03
"407","AUS",2020-02-04,98.63,99.1,102.4
"408","AUS",2020-02-05,102.4,97.65,100.27
"409","AUS",2020-02-06,107.46,97.97,100.82
"410","AUS",2020-02-07,106.55,112.07,102.46
"411","AUS",2020-02-08,86.33,88.84,84.1
"412","AUS",2020-02-09,98.78,93.13,100.46
"413","AUS",2020-02-10,100.08,100.34,105.77
"414","AUS",2020-02-11,103.28,101.59,105.48
"415","AUS",2020-02-12,106.19,104.56,106.71
"416","AUS",2020-02-13,116.62,116.84,113.2
"417","AUS",2020-02-14,115.36,129.56,111.33
"418","AUS",2020-02-15,93.51,110.5,98.78
"419","AUS",2020-02-16,98.27,103.76,109.3
"420","AUS",2020-02-17,101.79,102.99,111.03
"421","AUS",2020-02-18,105.38,107.3,115.59
"422","AUS",2020-02-19,107.29,112.78,114.53
"423","AUS",2020-02-20,113.37,116.31,116.25
"424","AUS",2020-02-21,118.25,133.9,120.68
"425","AUS",2020-02-22,97.6,113.52,104.35
"426","AUS",2020-02-23,97.5,103.12,115.32
"427","AUS",2020-02-24,102.7,106,119.81
"428","AUS",2020-02-25,104.46,109.06,118.98
"429","AUS",2020-02-26,106.23,109.52,115.46
"430","AUS",2020-02-27,113.6,116.49,119.34
"431","AUS",2020-02-28,117.64,135.14,122.09
"432","AUS",2020-02-29,98.24,126.02,107.23
"433","AUS",2020-03-01,97.35,100.94,113.58
"434","AUS",2020-03-02,99.14,101.73,115.04
"435","AUS",2020-03-03,101.63,101.17,112.26
"436","AUS",2020-03-04,106.02,97.93,111.17
"437","AUS",2020-03-05,113.97,111.79,113.82
"438","AUS",2020-03-06,113.49,126.09,112.67
"439","AUS",2020-03-07,93.23,108.98,98.27
"440","AUS",2020-03-08,91.21,89.81,97.56
"441","AUS",2020-03-09,96.44,96.18,105.15
"442","AUS",2020-03-10,99.94,100.4,107.82
"443","AUS",2020-03-11,100.79,100.94,106.36
"444","AUS",2020-03-12,102.79,102.38,101.22
"445","AUS",2020-03-13,98.75,103.92,88.82
"446","AUS",2020-03-14,78.16,84.71,70.96
"447","AUS",2020-03-15,81.59,75.67,76.49
"448","AUS",2020-03-16,80.52,71.19,70.68
"449","AUS",2020-03-17,78.87,68.72,65.78
"450","AUS",2020-03-18,79.24,66.9,62.19
"451","AUS",2020-03-19,83.55,68.29,61.79
"452","AUS",2020-03-20,78.17,72.02,57.33
"453","AUS",2020-03-21,60.74,54.18,43.75
"454","AUS",2020-03-22,66.41,50.99,40.71
"455","AUS",2020-03-23,62.49,46.97,33.94
"456","AUS",2020-03-24,60.19,45.55,30.31
"457","AUS",2020-03-25,57.96,43.82,26.9
"458","AUS",2020-03-26,59.9,45.57,26.44
"459","AUS",2020-03-27,48.25,41.88,23.77
"460","AUS",2020-03-28,36.69,32.84,19.57
"461","AUS",2020-03-29,51.18,40.93,23.53
"462","AUS",2020-03-30,51.92,42.68,22.58
"463","AUS",2020-03-31,52.04,41.98,21.67
"464","AUS",2020-04-01,51.54,39.17,21.05
"465","AUS",2020-04-02,54.23,42.38,21.25
"466","AUS",2020-04-03,41.58,35.83,18.75
"467","AUS",2020-04-04,33.34,31.11,16.62
"468","AUS",2020-04-05,51.75,42.02,21.76
"469","AUS",2020-04-06,53.17,42.71,21.2
"470","AUS",2020-04-07,55.01,43.05,20.73
"471","AUS",2020-04-08,59.24,47.21,21.28
"472","AUS",2020-04-09,33.19,34.06,16.63
"473","AUS",2020-04-10,36,35.99,16.78
"474","AUS",2020-04-11,26.95,31.33,13.94
"475","AUS",2020-04-12,31.72,37.05,16.51
"476","AUS",2020-04-13,53.14,45.74,21.67
"477","AUS",2020-04-14,55.91,47.1,21.58
"478","AUS",2020-04-15,56.56,46.3,21.98
"479","AUS",2020-04-16,58.77,47.84,21.84
"480","AUS",2020-04-17,47.51,45.82,20.13
"481","AUS",2020-04-18,36.9,38.71,17.64
"482","AUS",2020-04-19,53.34,43.3,21.93
"483","AUS",2020-04-20,56.93,47.28,22.41
"484","AUS",2020-04-21,58.06,47.66,22.71
"485","AUS",2020-04-22,59.69,47.17,22.49
"486","AUS",2020-04-23,62.87,51.03,23.78
"487","AUS",2020-04-24,47.84,46.68,20.96
"488","AUS",2020-04-25,41.89,39.3,19.06
"489","AUS",2020-04-26,55.39,45.09,22.74
"490","AUS",2020-04-27,59.09,46.07,23.8
"491","AUS",2020-04-28,59.46,44.06,23.76
"492","AUS",2020-04-29,59.46,41.71,22.35
"493","AUS",2020-04-30,63.12,44.69,23.58
"494","AUS",2020-05-01,58.4,46.44,23.52
"495","AUS",2020-05-02,48.67,42.74,21.41
"496","AUS",2020-05-03,58.18,44.28,25.1
"497","AUS",2020-05-04,62.51,48.16,25.56
"498","AUS",2020-05-05,64.04,48.55,26.55
"499","AUS",2020-05-06,66.19,48.99,26.43
"500","AUS",2020-05-07,71.34,53.98,28.37
"501","AUS",2020-05-08,67.64,53.94,27.93
"502","AUS",2020-05-09,50.96,42.87,23.76
"503","AUS",2020-05-10,63.56,48.27,28.5
"504","AUS",2020-05-11,NA,NA,NA
"505","AUS",2020-05-12,NA,NA,NA
"506","AUS",2020-05-13,71.12,50.66,29.89
"507","AUS",2020-05-14,77.24,54.93,31.44
"508","AUS",2020-05-15,79.75,63.26,33.85
"509","AUS",2020-05-16,65.88,54.18,29.61
"510","AUS",2020-05-17,72.17,53.06,32.92
"511","AUS",2020-05-18,73.58,54.45,33.36
"512","AUS",2020-05-19,75.83,54.75,34.04
"513","AUS",2020-05-20,76.35,52.71,33.11
"514","AUS",2020-05-21,81.42,56.25,35
"515","AUS",2020-05-22,82.51,62.29,36.56
"516","AUS",2020-05-23,65.78,49.48,31.04
"517","AUS",2020-05-24,74.12,52.74,36.09
"518","AUS",2020-05-25,77.1,54.77,37.03
"519","AUS",2020-05-26,79.92,56.85,38.29
"520","AUS",2020-05-27,82.65,59.12,38.73
"521","AUS",2020-05-28,88.37,60.71,40.04
"522","AUS",2020-05-29,92.7,73.11,42.98
"523","AUS",2020-05-30,73.04,57.03,35.88
"524","AUS",2020-05-31,78.07,54.1,39.46
"525","AUS",2020-06-01,80.87,56.7,40.43
"526","AUS",2020-06-02,84.72,60.29,41.82
"527","AUS",2020-06-03,88.62,61.92,42.68
"528","AUS",2020-06-04,100.24,68.18,46.1
"529","AUS",2020-06-05,104.34,86.54,51.44
"530","AUS",2020-06-06,83.85,67.91,41.01
"531","AUS",2020-06-07,85.16,58.85,39.83
"532","AUS",2020-06-08,86.92,60.79,44.71
"533","AUS",2020-06-09,88.07,61.07,44.55
"534","AUS",2020-06-10,90.36,65.38,45.98
"535","AUS",2020-06-11,98.28,69.2,48.26
"536","AUS",2020-06-12,100.97,84.38,53.46
"537","AUS",2020-06-13,81.74,67.1,43.97
"538","AUS",2020-06-14,86.3,63.27,46.04
"539","AUS",2020-06-15,89.68,65.31,47.82
"540","AUS",2020-06-16,92.79,66.04,48.13
"541","AUS",2020-06-17,94.78,68.21,48.97
"542","AUS",2020-06-18,103.06,74.81,52.39
"543","AUS",2020-06-19,106.05,91.31,56.43
"544","AUS",2020-06-20,85.04,70.09,45.35
"545","AUS",2020-06-21,88.15,63.48,47.58
"546","AUS",2020-06-22,91.1,66.82,49.46
"547","AUS",2020-06-23,94.49,69.72,50.93
"548","AUS",2020-06-24,97.77,72.47,52.05
"549","AUS",2020-06-25,106.3,78.37,54.91
"550","AUS",2020-06-26,109.75,92.77,57.22
"551","AUS",2020-06-27,90.76,76.71,48.06
"552","AUS",2020-06-28,95.25,71.22,52.81
"553","AUS",2020-06-29,97.33,73.57,53.36
