"","RegionName","RegionCode","Date","indicator_type","past_value","past_flag","present_value","present_flag","Notes"
"11","New Hampshire","US_NH","16-Nov","C1_School.closing",2,"T",2,"T","Some districts, including Nashua, are still remote:   ""Many school districts in New Hampshire are open, at least for now, with a hybrid or fully in-person model. But in Nashua, schools have remained mostly closed since March.""    https://web.archive.org/web/20201115181649/https://www.nhpr.org/post/covid-cases-rise-tense-debates-nashua-over-school-reopening    Plan to stay remote until at least two weeks after Thanksgiving (week starting 11/30):  https://web.archive.org/web/20201122205754/https://patch.com/new-hampshire/nashua/all-nashua-students-will-learn-remotely-2-weeks-after-holidays"
"12","New Jersey","US_NJ","16-Nov","C1_School.closing",2,"T",2,"T","Bergen County, Burlington County, Camden County, and Essex County are all remote.    https://web.archive.org/web/20201122222409/https://www.nj.com/education/2020/11/heres-the-latest-list-of-schools-that-have-gone-virtual-because-of-covid-19.html"
"13","Oklahoma","US_OK","16-Nov","C1_School.closing",2,"T",2,"T"," Jenks Public Schools will transition all secondary students (grades 7-12) to distance learning beginning on Monday, November 16. Those students – at Jenks Middle School, Freshman Academy, Alternative Center, and High School – will resume in-person learning on Monday, December 7. Returning to in-person learning on December 7 will allow students to review material and prepare for semester tests.    https://web.archive.org/web/20201123080203/https://www.jenksps.org/vnews/display.v/ART/5fad71a8ec65d"
"14","Rhode Island","US_RI","16-Nov","C1_School.closing",2,"T",2,"T","""After imposing increasingly stiff restrictions on gatherings and businesses in recent weeks, Raimondo has followed the lead of some European countries, shutting bars and gyms while leaving prekindergarten through eighth grade open.    She gave school districts the option of limiting in-person instruction in high schools — the only campuses that have had more than 10 cases — from Nov. 30 through the end of the calendar year. At least two Rhode Island districts announced they would move all grades to distance learning for that period, decisions Raimondo called “a real shame.”    http://web.archive.org/web/20201130153055/https://www.washingtonpost.com/health/2020/11/28/covid-schools-open-rhode-island/"
"15","Virgin Islands","US_VI","16-Nov","C1_School.closing",2,"G",2,"G","Per the ongoing Yellow Alert, schools are open in a hybrid learning model.  https://web.archive.org/web/20201017033117/http://vide.vi/documents/public-relations/press-releases/2367-a-guidebook-for-the-safe-reopening-of-the-usvi-public-schools-virtually/file.html"
"16","West Virginia","US_WV","16-Nov","C1_School.closing",2,"T",2,"T","On November 16, Gov. Justice reviewed this past Saturday’s 5 p.m West Virginia Department of Education color-coded School Alert System map update, which determines the level of scholastic, athletic, and extracurricular activities permitted in each county for the following week.    The results of the update on Saturday, Nov. 14, 2020, were as follows:    Red counties: 5 (Barbour, Jackson, Marshall, Mineral, Randolph)  Orange counties: 12 (Fayette, Hardy, Jefferson, Lincoln, Logan, Mingo, Ohio, Putnam, Tyler, Wayne, Wood, Wyoming)  Gold counties: 10 (Berkeley, Boone, Brooke, Cabell, Hancock, Kanawha, Mason, Morgan, Nicholas, Preston)  Yellow counties: 12 (Clay, Hampshire, Harrison, Lewis, McDowell, Mercer, Monroe, Pleasants, Raleigh, Ritchie, Upshur, Wetzel)  Green counties: 16 (Braxton, Calhoun, Doddridge, Gilmer, Grant, Greenbrier, Marion, Monongalia, Pendleton, Pocahontas, Roane, Summers, Taylor, Tucker, Webster, Wirt)    State health leaders who make up the COVID-19 Data Review Panel verified the data to ensure the map was a true indication of the safety level in each county.    See the office of the Governor press release, archived: https://web.archive.org/web/20201123142901/https://governor.wv.gov/News/press-releases/2020/Pages/-COVID-19-UPDATE-Gov.-Justice-provides-reminder-that-updated-face-covering-requirement-is-now-in-effect.aspx"
"17","Connecticut","US_CT","17-Nov","C1_School.closing",2,"T",2,"T","""Several Connecticut school districts have moved students into extended distance learning due to the rising number of COVID-19 cases and the amount of people who have been quarantined.    Here is how long each of these districts will continue remote learning:  Ansonia schools expect to continue remote until mid-January.  Bethel moved all schools to distance learning for the next two weeks after a large number of staff were put in quarantine.  Bridgeport public schools are going remote for at least three weeks starting Nov. 23.  Brookfield announced all schools will conduct distance learning until Dec. 4.  Danbury has switched to remote learning until mid-January.  The Easton-Redding-Region 9 school district shifted to remote learning until Dec. 7 as cases rise across both towns.  All Hamden schools will begin remote learning on Nov. 23 until mid-January.  Milford middle school and high school students will be on remote learning until at least Jan. 8.  onroe public schools are remote until Dec. 11 following an increase in quarantined staff members.  Newtown students will be learning remotely until Dec. 4.  New Fairfield middle and high school students are distance learning until at least Dec. 7.  New Haven public schools elected to remain in a remote learning model and has not set an end date.  The rise in COVID cases caused Shelton schools to move into remote learning until January.  Torrington students moved to a planned break schedule requiring distance learning from Nov. 23 to Dec. 4 and again from Jan.4 to Jan. 8.  Starting Nov. 23, Wallingford’s middle and high schools will begin remote learning until Jan. 19, NBC Connecticut reported.  Waterbury’s school district moved students to remote learning until mid-January.""    https://web.archive.org/web/20201129222646/https://www.ctpost.com/news/coronavirus/article/Map-These-CT-schools-have-closed-due-to-COVID-15739083.php"
"18","Florida","US_FL","17-Nov","C1_School.closing",1,"G",1,"G","Florida State University (FSU) reports 1,737 positive tests among students and faculty between August 2 and November 14 with a positivity rate at 5.10%. The President of FSU asks all students going home for Thanksgiving Break to not return until the Spring Semester begins in 2021.      Link:   https://archive.vn/vKl8Q   https://web.archive.org/web/20201121192427/https://news.fsu.edu/announcements/2020/11/17/a-message-from-president-thrasher-thanksgiving-break/"
"19","Louisiana","US_LA","17-Nov","C1_School.closing",2,"G",1,"G","Couldn't find any order to close any level of school. According to ""The Advocate"" : ""He also left decisions on schools to local school districts.""     Link: https://web.archive.org/web/20201130221228/https://www.theadvocate.com/baton_rouge/news/coronavirus/article_ac78b39e-2ddc-11eb-ba83-ff1a7ff23d5e.html"
"20","Massachusetts","US_MA","17-Nov","C1_School.closing",2,"T",2,"T","Closures continue to be on a case by case basis. State officials have asked universities to test students who intend to return home for Thanksgiving.    https://web.archive.org/web/20201124151420/https://www.masslive.com/coronavirus/2020/11/people-exposed-to-covid-19-can-leave-quarantine-as-early-as-10-days-in-under-new-massachusetts-guidance.html    https://web.archive.org/web/20201124151704/https://www.mass.gov/news/regional-coalition-of-northeastern-governors-announce-colleges-will-be-encouraged-to-provide"
"21","Mississippi","US_MS","17-Nov","C1_School.closing",1,"G",1,"G","The Mississippi Department of Health reported approx. 1,546 new COVID-19 cases among Mississippi students and staff for the week ending Nov. 13. 15,491 were required to quarantine.     https://web.archive.org/web/20201124140335/https://msdh.ms.gov/msdhsite/_static/resources/11602.pdf"
"22","South Dakota","US_SD","17-Nov","C1_School.closing",2,"T",2,"T","There were no updates to South Dakota's policies on schools on 17th November 2020. "
"23","Utah","US_UT","17-Nov","C1_School.closing",2,"T",2,"T","BYU and University of Utah appear to be continuing a mix of hybrid, in-person and remote classes.  They are conducting weekly testing of the on campus university population as required by the governor's order a week ago.    https://web.archive.org/web/20201123134210/https://www.byu.edu/coronavirus/  https://web.archive.org/web/20201123135016/https://coronavirus.utah.edu/"
"24","Wyoming","US_WY","17-Nov","C1_School.closing",2,"T",2,"T","University of Wyoming--which represents the  bulk of college/university students in the state--has gone entirely online in response to a surge in Covid.  In addition, Teton County schools (city of Jackson) are going remote until November 30 at least.    https://web.archive.org/web/20201120160033/https://www.uwyo.edu/alerts/campus-return/index.html  https://www.tcsd.org/  (this is an unarchived link.  The announcement is just in the districts facebook feed--which does not show up in the archive.  The facebook post was around November 15 and reflected that the school would go fully remote at least until November 30)."
"25","Washington DC","US_DC","18-Nov","C1_School.closing",2,"G",1,"G","On November 18, 2020, DC Public Schools allowed some 400 elementary students back into classrooms as part of its ""CARE"" initiative. Teachers are offer teaching virtually but there students are supervised in person.  Source: https://web.archive.org/web/20201123192043/https://www.the74million.org/article/d-c-public-schools-welcomes-hundreds-to-school-hoping-to-expand-after-thanksgiving-advocates-ask-that-safe-clear-transportation-plans-be-top-of-mind/"
"26","Kansas","US_KS","18-Nov","C1_School.closing",2,"T",2,"T","East Antioch Elementary is temporarily closed as of November 18 after multiple individuals in the school’s community were exposed to COVID-19.    In an email to parents and staff sent late Tuesday night, the SMSD Superintendent and East Antioch Principal said the school would be closed Wednesday, Nov. 18, because district staff had not had enough time to thoroughly contact trace after learning about the multiple exposures. Shawnee Mission Post article: https://web.archive.org/web/20201124044200/https://shawneemissionpost.com/2020/11/18/smsd-elementary-school-shut-down-temporarily-after-several-individuals-exposed-to-covid-19-106735/"
"27","Massachusetts","US_MA","18-Nov","C1_School.closing",2,"T",2,"T","Massachusetts Governor Charlie Baker, along with the Governors of New York, New Jersey, Connecticut, Delaware, Pennsylvania, and Rhode Island announced on Nov 18, that they will encourage residential colleges and universities in their respective states to provide testing for all students traveling home for Thanksgiving break to the maximum extent possible before they leave campus. Any student who tests positive will be encouraged to isolate on campus before they can travel or detail arrangements of their safe travel home with the local department of health. These efforts will help mitigate the threat of college students returning home for the holidays importing COVID-19 into their communities. In addition, colleges should inform students and their families of relevant quarantine policies in their home state.      “The region is experiencing a surge in COVID cases and a surge in the serious health impacts this disease brings with it. Working together on travel and higher education policies like these, states can have a bigger impact on COVID spread as students travel for the holidays,” said Governor Charlie Baker. “Gathering with friends and family significantly increases the risk of spreading the virus and while testing and isolation guidelines can help slow the spread, it is up to everyone to wear a mask and avoid gathering indoors with people outside of your household.”     https://web.archive.org/web/20201124151704/https://www.mass.gov/news/regional-coalition-of-northeastern-governors-announce-colleges-will-be-encouraged-to-provide"
"28","Michigan","US_MI","18-Nov","C1_School.closing",2,"T",2,"G","On November 18th, the department of health and human services of Michigan made several changes to the state-wide response, expiring December 8th, 2020. Specifically:   Universities and High schools would no longer be allowed to have in-person learning (preschool to 8th grade still open/allowed to provide in-person learning)    See archive: https://web.archive.org/web/20201118032616/https://www.michigan.gov/coronavirus/0,9753,7-406-98178_98455-545136--,00.html  "
"29","North Carolina","US_NC","18-Nov","C1_School.closing",2,"G",2,"G","No changes to policy after checking all relevant sources."
"30","South Dakota","US_SD","18-Nov","C1_School.closing",2,"T",2,"T","The Rapid City Area school district went into Level 3 on 18th November 2020 – according to the district’s return to learning plan (linked below), this means that all schools are closed for in-person learning. There is no indication when the district will move into another level.     Sources: http://web.archive.org/web/20201123152117/https://rcas.org/together/    https://www.canva.com/design/DAEEgsBx67Q/Sjda13MxeQr1voWNS9lLWg/view?utm_content=DAEEgsBx67Q&utm_campaign=designshare&utm_medium=link&utm_source=publishsharelink#7 (levels ratings on page 7)     The University of South Dakota’s website indicates that the university is still open for in-person teaching.     Source: http://web.archive.org/web/20201123152601/https://www.usd.edu/news/2020/usd-launches-know-before-you-go-campaign-to-promote-covid-19-testing"
"31","Kansas","US_KS","19-Nov","C1_School.closing",2,"T",2,"T","The University of Kansas is still operating with classes operating in person, hybrid, or fully online. A memo was released on November 19 that indicated a similar split of classes would happen in the Spring semester, which is starting on Feb 1, after an extended winter break starting mid-December.   KU memo: https://web.archive.org/web/20201124050148/https://provost.ku.edu/memos/20201120    Kansas State University is still in Phase 3 of re-opening, and has similar class offerings as the University of Kansas (in-person, hybrid, remote). The last day of in-person classes is Nov 20 for students, and the last 2 weeks of class following Thanksgiving break are to be held remotely. https://web.archive.org/web/20201124050803/https://www.k-state.edu/covid-19/guidance/campus-life/students/ "
"32","New York","US_NY","19-Nov","C1_School.closing",2,"T",2,"T","***Public Schools***  Due to the rise in COVID-19 cases, all public school buildings are closed Thursday, November 19 until further notice. Blended learning students have been switched to remote-only learning. Remote learning continues for all other students.    3-K and Pre-K classrooms in district schools and Department of Education (DOE) Pre-K Centers will also be closed. The Learning Bridges Program will remain open.    https://web.archive.org/web/20201123113754/https://portal.311.nyc.gov/article/?kanumber=KA-03335    ***Private Schools***  According to Bloomberg, private schools that have said in-person teaching will continue on Thursday include Browning, Nightingale-Bamford, Collegiate, Spence and Trinity.  Bloomberg also reported that parents of students at Allen-Stevenson, Chapin and Columbia Grammar & Preparatory have said those schools will remain open.  Horace Mann, a private school in the Bronx, is closing its buildings and moving to remote learning until January 19.    The City of New York website says the parents of children who attend a charter, private or parochial (religious) school should contact the institution directly for any questions related to coronavirus preparation and handling, reopening and closures, and remote learning.    https://web.archive.org/web/20201122142806/https://www.newsweek.com/new-york-private-schools-open-closures-explained-covid-1548664    "
"33","South Carolina","US_SC","19-Nov","C1_School.closing",1,"T",1,"T","Between August 1 and November 19, there are over 2,942 COVID-19 cases reported at the University of South Carolina between faculty and students. Clemson University reports 2,204 cases since in-person instruction began September 21st.     Links:  https://web.archive.org/web/20201121200338/https://sc.edu/safety/coronavirus/dashboard/index.php  https://web.archive.org/web/20201121200537/https://www.clemson.edu/covid-19/testing/dashboard.html"
"34","Texas","US_TX","19-Nov","C1_School.closing",2,"T",2,"T","On Nov 19, the Texas Education Agency (TEA) released an update of their SY 20-21 Attendance and Enrollment FAQ document, which clarifies ""Remote only instruction provided any day a LEA closes a campus as a result of a confirmed COVID-19 case on campus or as a result of significant instructional staff COVID-19 absences..."" is a valid exception to providing on-campus instruction. This effectively allows schools to transition from in-person to hybrid or remote learning. However, coding remains at 2T since there is evidence that some schools temporarily transitioned to remote learning due to increased COVID cases prior to this clarification (see previous note)    Link to SY 20-21 Attendance and Enrollment FAQ document - Nov 19 update:   http://web.archive.org/web/20201127185839/https://tea.texas.gov/sites/default/files/covid/SY-2020-21-Attendance-and-Enrollment.pdf    Link to news report:   http://web.archive.org/web/20201127190250/https://abc13.com/texas-schools-impacted-by-covid-19-coronavirus-in-houston-school-virtual-learning-remote-instruction/8127020/"
"35","Alaska","US_AK","20-Nov","C1_School.closing",3,"T",3,"T","On November 20, Mat-Su school district announced that it will shift to remote learning next week amid what district officials called the exponential spread of COVID-19 in the community.  This will be the district's first closure since the school year began in August.  https://web.archive.org/web/20201121214122/https://www.adn.com/alaska-news/mat-su/2020/11/19/mat-su-schools-will-shift-to-remote-learning-only-next-week-because-of-staff-shortages-and-maxed-out-contact-tracers/"
"36","Hawaii","US_HI","20-Nov","C1_School.closing",2,"T",2,"T","From the news source Hawaii News Now on November 20, according to ""the state Department of Education, as of last week, about 65% of Hawaii public school students are in blended learning, meaning there is some in-person learning paired with virtual learning... generally students in the blended model are in staggered groups, with a portion learning in the classroom some days, then switching online. About 25% of students are fully in virtual learning, according to DOE. Only 10% are coming in to schools for full-time, face-to-face learning.""    On November 20 it was announced that the University of Hawai?i 10-campus system will continue to be primarily online for the spring 2021 semester due to the ongoing COVID-19 pandemic. In fall 2020, approximately 85% of courses taught in the UH System were online, 10% hybrid and 5% entirely in-person, although the percentages vary from campus to campus.    https://web.archive.org/web/20201122190206/https://www.hawaiinewsnow.com/2020/11/20/educators-continue-make-tough-calls-with-transition-blended-learning/    https://web.archive.org/web/20201122190744/https://www.hawaii.edu/news/2020/11/20/spring-fall-2021-planning/"
"37","Kentucky","US_KY","20-Nov","C1_School.closing",2,"T",2,"G","Effective 23 November, 2020, Governor Andy Beshear mandated that all public and private schools (K-12) cease in-person instruction until 7 December at the earliest. Elementary schools were given permission to reopen on 7 December if their county is not in a red zone. Middle and High Schools were mandated to close in-person instruction until 4 January, 2021. Universities were not affected by the order. These Guidelines can be found in the ""New Restrictions"" section of the KY Cabinet for Health and Family Services's ""Healthy at School"" website, archived here: https://web.archive.org/web/20201122163509/https://govstatus.egov.com/ky-healthy-at-school. "
"38","Maine","US_ME","20-Nov","C1_School.closing",1,"G",1,"G","The 20th November assessment of Maine’s counties returned Somerset, Washington, Franklin, and Androscoggin as yellow. Knox is now green, but it has been replaced by York County. Again, as yellow does not require closing, and the guidance from the University of Maine linked below shows that students were still on campus as of 18th November, this indicator remains at 1G.     Sources: http://web.archive.org/web/20201123115525/https://www.maine.gov/doe/framework/part-I/    http://web.archive.org/web/20201123120649/https://umaine.edu/return/2020/11/18/what-is-the-latest-guidance-for-umaine-residential-students-departing-for-the-fall-semester/"
"39","Mississippi","US_MS","20-Nov","C1_School.closing",1,"G",2,"T","According to the Department of Health, over 65 schools have been forced to close/return to virtual instruction due to COVID-19. Other reports confirm on a case-by-case basis. The effective dates of these policies are unclear, but reports from news sources are dated Nov. 20. These new local closures justify the increase in coded value from 1G to 2T.     https://web.archive.org/web/20201124140358/https://www.magnoliastatelive.com/2020/11/20/as-coronavirus-spikes-across-mississippi-school-districts-choose-to-close-doors/    https://web.archive.org/web/20201121032633/https://www.nytimes.com/2020/11/20/world/trump-officials-object-but-school-doors-are-closing-across-the-country.html"
"40","Montana","US_MT","20-Nov","C1_School.closing",2,"T",2,"T","Both University of Montana and Montana State remain offering on-campus, in-person classes.  Scattered school districts close some buildings for short periods.  https://web.archive.org/web/20201123211628/https://www.bsd7.org/district_news/school_building_closures  https://web.archive.org/web/20201123211749/https://www.montana.edu/health/coronavirus/faq.html  https://web.archive.org/web/20201123212308/https://www.umt.edu/coronavirus/default.php (complete absence of any information about remote learning or hybrid learning)  "
"41","Wisconsin","US_WI","20-Nov","C1_School.closing",2,"T",2,"T","Mineral Point School District remains virtual-only until at least November 30, 2020.  Source: https://web.archive.org/web/20201123224816/https://mineralpointschools.org/coronavirus-covid-19-information/"
"42","Alaska","US_AK","21-Nov","C1_School.closing",3,"T",3,"T","Alaska's 3 largest school districts are either delivering teaching remotely or planning to shift to remote learning in the next week: Anchorage and Fairbanks North Star school districts are continuing to deliver classes remotely, Mat-Su school district will switch to remote learning next week.    No evidence found that Fairbanks North Star schools have returned for in-person learning or have plans to, after the announcement to switch to remote learning from 16 November 2020.    News article reporting closures:  https://web.archive.org/web/20201121214122/https://www.adn.com/alaska-news/mat-su/2020/11/19/mat-su-schools-will-shift-to-remote-learning-only-next-week-because-of-staff-shortages-and-maxed-out-contact-tracers/    No evidence found for changes in the opening of Alaska's universities and colleges.    "
"43","Utah","US_UT","21-Nov","C1_School.closing",2,"T",2,"T","Many public schools remain temporarily online, especially high schools. The state's largest teacher's union called for Governor Herbert to move all secondary schools online.     Source: https://web.archive.org/web/20201127075001/https://www.standard.net/news/education/seven-local-school-closures-accompany-weeks-record-breaking-covid-19-numbers/article_6a11bd79-5b00-5a0a-b0fb-5d3947203b81.html"
"44","Vermont","US_VT","21-Nov","C1_School.closing",2,"T",2,"T","Continuing to code school closing as 2T - neither level is fully closed/open state-wide. Southwest VT and Rivendell school districts are still delivering teaching remotely, with no in-person classes.    Furthermore, no observed changes in district or university/college openings/closures.    https://web.archive.org/web/20201122194607/https://education.vermont.gov/news/covid-19-guidance-vermont-schools/reopening-status-of-vermont-public-schools"
"45","Alabama","US_AL","22-Nov","C1_School.closing",2,"T",2,"T","A few additional counties, including Marshall and Colbert, have opted for all-virtual instruction from Thanksgiving until the end of the semester.    https://web.archive.org/web/20201124155112/https://www.al.com/news/2020/11/despite-rising-covid-cases-few-alabama-schools-switch-to-virtual-between-holidays.html"
"46","Arizona","US_AZ","23-Nov","C1_School.closing",3,"T",3,"T","Maricopa County, the state's most populous, now reports that in most areas, all schools are asked to remain closed because of Covid-19 variables, a shift from previous weeks, where high school districts in parts of the county remained open.  https://web.archive.org/web/20201130010305/https://www.maricopa.gov/5594/School-Metrics"
"47","Hawaii","US_HI","23-Nov","C1_School.closing",2,"T",2,"T","The Hawaii State Department of Education (HIDOE) reports COVID-19 cases impacting its schools and offices at four notification levels:  -Immediate notification to individuals who may have come into close contact with the infected person about possible exposure while maintaining confidentiality in accordance with state and federal law.  -Notification to staff and the school community about the possible exposure and HIDOE activities to contain the spread of infection.  -A daily report to the Hawaii Board of Education of confirmed cases.  -Weekly public reporting of cases by Complex Area    https://web.archive.org/web/20201129161429/http://www.hawaiipublicschools.org/ConnectWithUs/MediaRoom/PressReleases/Pages/COVID-19-Information-Updates.aspx"
"48","Illinois","US_IL","23-Nov","C1_School.closing",2,"T",2,"T","Illinois schools continue to be at various stages of in-person, remote, or hybrid learning. Source: https://web.archive.org/web/20201130121000/https://www.dph.illinois.gov/covid19/school-aged-metrics"
"49","Kansas","US_KS","23-Nov","C1_School.closing",2,"T",2,"T","On November 23, the Department of Health and Environment modified the K-12 Schools During the COVID-19 Pandemic | ModifiedIsolation and Quarantine Requirements.https://web.archive.org/web/20201202000249/https://www.coronavirus.kdheks.gov/DocumentCenter/View/1377/Guidance-for-Modified-Quarantine-in-K-12-Schools---11-23-2020?bidId="
"50","Kentucky","US_KY","23-Nov","C1_School.closing",2,"G",2,"G","Effective 23 November, 2020, Governor Andy Beshear mandated that all public and private schools (K-12) cease in-person instruction until 7 December at the earliest. Elementary schools were given permission to reopen on 7 December if their county is not in a red zone. Middle and High Schools were mandated to close in-person instruction until 4 January, 2021. Universities were not affected by the order. These Guidelines can be found in the ""New Restrictions"" section of the KY Cabinet for Health and Family Services's ""Healthy at School"" website, archived here: https://web.archive.org/web/20201122163509/https://govstatus.egov.com/ky-healthy-at-school. "
"51","Minnesota","US_MN","23-Nov","C1_School.closing",3,"T",3,"T","No change noted.    Link: https://web.archive.org/web/20201017125209/https://education.mn.gov/MDE/dse/health/covid19/slmd/"
"52","New Hampshire","US_NH","23-Nov","C1_School.closing",2,"T",2,"T","Some districts, including Nashua, are still remote:   ""Many school districts in New Hampshire are open, at least for now, with a hybrid or fully in-person model. But in Nashua, schools have remained mostly closed since March.""    https://web.archive.org/web/20201115181649/https://www.nhpr.org/post/covid-cases-rise-tense-debates-nashua-over-school-reopening    Plan to stay remote until at least two weeks after Thanksgiving (week starting 11/30):  https://web.archive.org/web/20201122205754/https://patch.com/new-hampshire/nashua/all-nashua-students-will-learn-remotely-2-weeks-after-holidays"
"53","New Jersey","US_NJ","23-Nov","C1_School.closing",2,"T",2,"T","Bergen, Burlington, Camden, Cumberland, Essex, Hudson, Mercer, Middlesex, Monmouth, Morris, Passaic, Somerset, Sussex, Union, and Warren counties are remote.     https://web.archive.org/web/20201129215602/https://www.nj.com/education/2020/11/heres-the-latest-list-of-schools-that-are-switching-to-all-virtual-learning-because-of-covid-19-cases.html"
"54","New Mexico","US_NM","23-Nov","C1_School.closing",2,"T",2,"T","On Nov 23rd, the NM Public Education Dept document on school reopening status was updated and still includes mostly remote learning, especially in the most populous counties in the state.     Source: https://web.archive.org/web/20201129044316/https://webnew.ped.state.nm.us/wp-content/uploads/2020/11/Reentry-by-District-11-23-20.pdf"
